,chainId,amount,createdAt,shoeSize,productId,skuUuid,state,customerId,localAmount,localCurrency
17,13349477663340662001,260.0,2020-06-08T08:09:28+00:00,12,,5787ea7c-6b6c-4f67-93f0-5423827dc23d,480,,260,USD
18,13351297941580913326,260.0,2020-06-08T06:45:49+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,260,USD
19,13340488186785609284,269.0,2020-06-08T05:25:50+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,269,USD
20,13351248269522874641,249.0,2020-06-08T05:07:06+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,249,USD
21,13351169990676782915,267.0,2020-06-08T04:42:46+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,267,USD
22,13344819234191668531,253.0,2020-06-08T04:35:06+00:00,5,,51ee6371-167d-4419-a461-10124274623a,480,,253,USD
23,13347943481448223789,265.0,2020-06-08T04:08:04+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,265,USD
24,13350954416664387217,263.0,2020-06-08T03:33:15+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,263,USD
25,13347903043929270872,259.0,2020-06-08T03:17:58+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,259,USD
26,13348093818515121982,257.0,2020-06-08T03:17:26+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,257,USD
27,13348544907069819667,252.0,2020-06-08T03:16:59+00:00,7,,2418cf86-c689-441c-8589-1708382e23d1,480,,252,USD
28,13349635572347027568,246.0,2020-06-08T02:40:54+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,246,USD
29,13349638993717587569,255.0,2020-06-08T02:25:09+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,255,USD
30,13350221772518500420,250.0,2020-06-08T02:23:43+00:00,7,,2418cf86-c689-441c-8589-1708382e23d1,480,,250,USD
31,13350349507064891841,265.0,2020-06-08T02:13:09+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,265,USD
32,13340185707127131102,259.0,2020-06-08T02:05:26+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,259,USD
33,13347396957351366174,259.0,2020-06-08T02:04:08+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,259,USD
34,13346546317407856998,265.0,2020-06-08T01:33:31+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,265,USD
35,13350336519746759640,254.0,2020-06-08T01:06:05+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,254,USD
36,13347445133874335399,265.0,2020-06-08T01:02:37+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,265,USD
37,13348019227557257187,260.0,2020-06-08T00:46:22+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,260,USD
38,13338896148989158368,250.0,2020-06-08T00:24:59+00:00,13,,a6aeb958-d9e9-4e4d-b0f3-601cc8bbd0fb,480,,250,USD
39,13351105087444874586,255.0,2020-06-08T00:22:38+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,255,USD
40,13349246037303756915,255.0,2020-06-08T00:09:52+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,255,USD
41,13347467766456316600,260.0,2020-06-08T00:07:38+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,260,USD
42,13348158042147142596,264.0,2020-06-07T23:45:08+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,264,USD
43,13351083906960744647,248.0,2020-06-07T23:40:36+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,248,USD
44,13351026682275830398,259.0,2020-06-07T23:34:41+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,259,USD
45,13351071172021971928,254.0,2020-06-07T23:15:14+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,254,USD
46,13349637228107719071,249.0,2020-06-07T23:09:08+00:00,7,,2418cf86-c689-441c-8589-1708382e23d1,480,,249,USD
47,13346675556487714449,245.0,2020-06-07T23:07:43+00:00,7,,2418cf86-c689-441c-8589-1708382e23d1,480,,245,USD
48,13342894009441746197,262.0,2020-06-07T22:53:25+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,262,USD
49,13344465338123520488,269.0,2020-06-07T21:30:34+00:00,5,,51ee6371-167d-4419-a461-10124274623a,480,,269,USD
50,13349636941799366706,255.0,2020-06-07T21:26:11+00:00,7.5,,8030c070-0003-46cc-929e-755602b24486,480,,255,USD
51,13346339054915588500,285.0,2020-06-07T20:45:33+00:00,5.5,,684adb07-f0b0-4986-8f08-d225ac8a525a,480,,285,USD
52,13347154299468860635,265.0,2020-06-07T20:40:47+00:00,6,,c98b94ae-f717-41dd-907f-94f6aa940bbd,480,,265,USD
53,13350916427854263450,250.0,2020-06-07T20:24:28+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,250,USD
54,13350983120413586168,252.0,2020-06-07T20:20:20+00:00,8,,b21a65a4-eb95-42fc-ba3c-60073784702c,480,,252,USD
55,13338475193134623720,226.0,2020-06-07T20:13:49+00:00,14,,a06b81e6-7307-4c28-9f3d-8c548b4464f4,480,,226,USD
56,13348117757120334881,265.0,2020-06-07T19:40:41+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,265,USD
57,13350913799830071254,256.0,2020-06-07T19:20:35+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,256,USD
58,13349635935282197275,255.0,2020-06-07T19:09:50+00:00,12,,5787ea7c-6b6c-4f67-93f0-5423827dc23d,480,,255,USD
59,13350947425506918472,256.0,2020-06-07T19:09:23+00:00,12,,5787ea7c-6b6c-4f67-93f0-5423827dc23d,480,,256,USD
60,13338714529798712109,262.0,2020-06-07T18:55:06+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,262,USD
61,13348384853667337579,260.0,2020-06-07T18:41:51+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,260,USD
62,13349637658035618242,249.0,2020-06-07T18:30:45+00:00,7,,2418cf86-c689-441c-8589-1708382e23d1,480,,249,USD
63,13349678837468552693,249.0,2020-06-07T18:23:27+00:00,7,,2418cf86-c689-441c-8589-1708382e23d1,480,,249,USD
64,13350914912104412732,249.0,2020-06-07T18:04:45+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,249,USD
65,13349639686231344233,255.0,2020-06-07T17:49:03+00:00,7.5,,8030c070-0003-46cc-929e-755602b24486,480,,255,USD
66,13347075664172845256,252.0,2020-06-07T17:15:21+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,252,USD
67,13337944329680198786,246.0,2020-06-07T17:14:58+00:00,6,,c98b94ae-f717-41dd-907f-94f6aa940bbd,480,,246,USD
68,13348675857268733749,300.0,2020-06-07T17:06:56+00:00,3.5,,c438c693-365d-4bfc-a8bb-d5b8949d64ba,480,,300,USD
69,13350885448420321522,248.0,2020-06-07T17:06:14+00:00,6,,c98b94ae-f717-41dd-907f-94f6aa940bbd,480,,248,USD
70,13350885204257890089,261.0,2020-06-07T17:05:47+00:00,4,,3b213d0e-ba38-420b-880e-a0e6ea066b28,480,,261,USD
71,13350884996563873319,261.0,2020-06-07T17:05:22+00:00,4,,3b213d0e-ba38-420b-880e-a0e6ea066b28,480,,261,USD
72,13350884439612455535,252.0,2020-06-07T17:04:16+00:00,5,,51ee6371-167d-4419-a461-10124274623a,480,,252,USD
73,13350463577618670455,255.0,2020-06-07T16:47:42+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,255,USD
74,13349635085261101079,262.0,2020-06-07T16:47:19+00:00,4,,3b213d0e-ba38-420b-880e-a0e6ea066b28,480,,262,USD
75,13349637420783609486,253.0,2020-06-07T16:46:16+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,253,USD
76,13349637771977527863,261.0,2020-06-07T16:45:35+00:00,5,,51ee6371-167d-4419-a461-10124274623a,480,,261,USD
77,13349638689045469747,243.0,2020-06-07T16:45:15+00:00,13,,a6aeb958-d9e9-4e4d-b0f3-601cc8bbd0fb,480,,243,USD
78,13349636639694502855,262.0,2020-06-07T16:44:28+00:00,4,,3b213d0e-ba38-420b-880e-a0e6ea066b28,480,,262,USD
79,13348847597800961358,259.0,2020-06-07T16:27:29+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,259,USD
80,13345760533981695867,265.3502,2020-06-07T15:25:27+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,266,USD
81,13347833037062304129,259.0,2020-06-07T14:50:38+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,259,USD
82,13350728026310931904,260.0,2020-06-07T14:45:21+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,260,USD
83,13345950948757541595,248.0,2020-06-07T14:44:14+00:00,7,,2418cf86-c689-441c-8589-1708382e23d1,480,,248,USD
84,13348990487332743692,258.0,2020-06-07T14:29:16+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,258,USD
85,13350793017442260080,260.0,2020-06-07T14:26:45+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,260,USD
86,13340643112171825366,255.0,2020-06-07T14:26:28+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,255,USD
87,13350386858419801815,256.0,2020-06-07T14:11:37+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,256,USD
88,13350429419268525724,263.0,2020-06-07T14:11:12+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,263,USD
89,13350253524250889623,245.0,2020-06-07T14:10:28+00:00,7,,2418cf86-c689-441c-8589-1708382e23d1,480,,245,USD
90,13349514899237505734,260.0,2020-06-07T14:05:29+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,260,USD
91,13348826599015935177,255.0,2020-06-07T13:29:45+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,255,USD
92,13350766590015484686,250.0,2020-06-07T13:10:05+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,250,USD
93,13342868423593243589,260.0,2020-06-07T13:00:15+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,260,USD
94,13349637860397712247,255.0,2020-06-07T11:46:17+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,255,USD
95,13350717622601534194,261.9628,2020-06-07T11:32:47+00:00,8,,b21a65a4-eb95-42fc-ba3c-60073784702c,480,,262,USD
96,13350693124429576887,254.5767,2020-06-07T10:44:07+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,255,USD
97,13348755535362991714,266.4979,2020-06-07T09:09:19+00:00,8,,b21a65a4-eb95-42fc-ba3c-60073784702c,480,,267,USD
98,13344401521298066458,254.0,2020-06-07T06:52:37+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,254,USD
99,13350492658855199867,258.0,2020-06-07T05:21:36+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,258,USD
100,13342361309957431288,259.0,2020-06-07T04:41:34+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,259,USD
101,13350488352823108449,255.0,2020-06-07T04:04:55+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,255,USD
102,13349635279751901148,255.0,2020-06-07T03:33:39+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,255,USD
103,13349637310075299809,259.0,2020-06-07T02:56:57+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,259,USD
104,13349636293710511712,260.0,2020-06-07T02:25:41+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,260,USD
105,13350427220259305982,246.0,2020-06-07T01:55:49+00:00,6,,c98b94ae-f717-41dd-907f-94f6aa940bbd,480,,246,USD
106,13350426828627861914,262.0,2020-06-07T01:55:03+00:00,5,,51ee6371-167d-4419-a461-10124274623a,480,,262,USD
107,13349639869238268506,255.0,2020-06-07T01:54:56+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,255,USD
108,13350426620564621327,240.0,2020-06-07T01:54:39+00:00,7,,2418cf86-c689-441c-8589-1708382e23d1,480,,240,USD
109,13350426334942051915,260.0,2020-06-07T01:54:03+00:00,4,,3b213d0e-ba38-420b-880e-a0e6ea066b28,480,,260,USD
110,13350319427004222089,242.0,2020-06-07T01:31:09+00:00,13,,a6aeb958-d9e9-4e4d-b0f3-601cc8bbd0fb,480,,242,USD
111,13350205579082069672,255.0,2020-06-07T01:29:09+00:00,6,,c98b94ae-f717-41dd-907f-94f6aa940bbd,480,,255,USD
112,13349421021964417922,260.0,2020-06-07T01:17:22+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,260,USD
113,13349635849539773832,260.0,2020-06-07T00:52:34+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,260,USD
114,13350383913810806147,250.0,2020-06-07T00:29:46+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,250,USD
115,13348003020784472290,245.0,2020-06-07T00:22:59+00:00,7,,2418cf86-c689-441c-8589-1708382e23d1,480,,245,USD
116,13350255797588591566,239.0,2020-06-07T00:17:10+00:00,14,,a06b81e6-7307-4c28-9f3d-8c548b4464f4,480,,239,USD
117,13350296046655586351,254.0,2020-06-07T00:13:45+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,254,USD
118,13350370309685631689,245.0,2020-06-07T00:02:46+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,245,USD
119,13349442717539590581,252.0,2020-06-06T23:34:12+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,252,USD
120,13350325292135703275,246.0,2020-06-06T22:33:18+00:00,13,,a6aeb958-d9e9-4e4d-b0f3-601cc8bbd0fb,480,,246,USD
121,13346558862135755475,243.0,2020-06-06T21:59:46+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,243,USD
122,13340243237840030943,255.0,2020-06-06T21:57:50+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,255,USD
123,13348851251383456673,247.0,2020-06-06T21:44:15+00:00,7.5,,8030c070-0003-46cc-929e-755602b24486,480,,247,USD
124,13346095689589992167,260.0,2020-06-06T21:43:40+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,260,USD
125,13348425893804852851,264.7403,2020-06-06T21:19:40+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,265,USD
126,13350283596910690772,250.0,2020-06-06T21:10:27+00:00,13,,a6aeb958-d9e9-4e4d-b0f3-601cc8bbd0fb,480,,250,USD
127,13348170992240545173,260.0,2020-06-06T20:08:49+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,260,USD
128,13349636535470704898,255.0,2020-06-06T19:35:22+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,255,USD
129,13348169123018762365,260.0,2020-06-06T19:25:56+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,260,USD
130,13349635671198101679,259.0,2020-06-06T19:18:08+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,259,USD
131,13350158583095506814,250.0,2020-06-06T19:03:55+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,250,USD
132,13347108662771912005,252.0,2020-06-06T18:23:53+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,252,USD
133,13350195746127162560,247.0,2020-06-06T18:15:56+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,247,USD
134,13350160479894074404,262.0,2020-06-06T17:51:10+00:00,4,,3b213d0e-ba38-420b-880e-a0e6ea066b28,480,,262,USD
135,13349638582374157437,259.0,2020-06-06T17:06:59+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,259,USD
136,13349636392418765078,259.0,2020-06-06T17:06:39+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,259,USD
137,13349634815592982564,259.0,2020-06-06T17:06:23+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,259,USD
138,13349418228627000778,259.0,2020-06-06T17:06:00+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,259,USD
139,13349636108121591360,260.0,2020-06-06T17:04:50+00:00,8,,b21a65a4-eb95-42fc-ba3c-60073784702c,480,,260,USD
140,13349371427197733464,260.0,2020-06-06T17:04:33+00:00,8,,b21a65a4-eb95-42fc-ba3c-60073784702c,480,,260,USD
141,13348154477118187449,250.0,2020-06-06T16:38:03+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,250,USD
142,13349694076230694398,250.0,2020-06-06T16:31:05+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,250,USD
143,13349830131124550720,252.0,2020-06-06T16:30:58+00:00,12,,5787ea7c-6b6c-4f67-93f0-5423827dc23d,480,,252,USD
144,13347239527065532512,245.0,2020-06-06T15:48:25+00:00,14,,a06b81e6-7307-4c28-9f3d-8c548b4464f4,480,,245,USD
145,13349639129683218253,259.0,2020-06-06T15:45:11+00:00,6,,c98b94ae-f717-41dd-907f-94f6aa940bbd,480,,259,USD
146,13349634732367655159,259.0,2020-06-06T15:44:53+00:00,6,,c98b94ae-f717-41dd-907f-94f6aa940bbd,480,,259,USD
147,13343076295869970403,259.0,2020-06-06T15:44:32+00:00,6,,c98b94ae-f717-41dd-907f-94f6aa940bbd,480,,259,USD
148,13343074222889145084,259.0,2020-06-06T15:44:01+00:00,6,,c98b94ae-f717-41dd-907f-94f6aa940bbd,480,,259,USD
149,13349638203176108107,248.0,2020-06-06T15:38:23+00:00,13,,a6aeb958-d9e9-4e4d-b0f3-601cc8bbd0fb,480,,248,USD
150,13349639461032555216,255.0,2020-06-06T15:37:55+00:00,12,,5787ea7c-6b6c-4f67-93f0-5423827dc23d,480,,255,USD
151,13349639214240897677,245.0,2020-06-06T15:37:27+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,245,USD
152,13349639778825618526,250.0,2020-06-06T15:36:56+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,250,USD
153,13349636849780621266,245.0,2020-06-06T15:36:29+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,245,USD
154,13349638878977171195,250.0,2020-06-06T15:35:29+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,250,USD
155,13349639602955821083,253.0,2020-06-06T15:35:03+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,253,USD
156,13349635752121982187,253.0,2020-06-06T15:34:37+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,253,USD
157,13349637943238946653,246.0,2020-06-06T15:34:05+00:00,8,,b21a65a4-eb95-42fc-ba3c-60073784702c,480,,246,USD
158,13350109788186876550,254.0587,2020-06-06T15:25:11+00:00,13,,a6aeb958-d9e9-4e4d-b0f3-601cc8bbd0fb,480,,255,USD
159,13348739004816794801,214.0,2020-06-06T15:23:51+00:00,15,,e3442782-04b0-41ec-9646-52f56f6e2056,480,,214,USD
160,13345136185067642969,200.0,2020-06-06T15:23:01+00:00,15,,e3442782-04b0-41ec-9646-52f56f6e2056,480,,200,USD
161,13350102661697703734,246.0,2020-06-06T15:14:52+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,246,USD
162,13345495895770875480,259.7045,2020-06-06T15:13:10+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,260,USD
163,13350101724137451049,249.0,2020-06-06T15:09:08+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,249,USD
164,13350096042938509501,250.0,2020-06-06T14:57:51+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,250,USD
165,13344968219686218421,252.2778,2020-06-06T14:29:22+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,253,USD
166,13350080122782923989,248.0,2020-06-06T14:26:11+00:00,13,,a6aeb958-d9e9-4e4d-b0f3-601cc8bbd0fb,480,,248,USD
167,13338521177937020822,249.0,2020-06-06T14:09:10+00:00,13,,a6aeb958-d9e9-4e4d-b0f3-601cc8bbd0fb,480,,249,USD
168,13350046260768062007,258.0,2020-06-06T14:02:14+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,258,USD
169,13348873070892576758,259.0,2020-06-06T13:54:18+00:00,13,,a6aeb958-d9e9-4e4d-b0f3-601cc8bbd0fb,480,,259,USD
170,13348589869198596472,264.0,2020-06-06T13:50:05+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,264,USD
171,13347880483859649111,260.0,2020-06-06T13:45:34+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,260,USD
172,13349971212659694802,261.9628,2020-06-06T11:29:45+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,262,USD
173,13349955121826387719,275.0,2020-06-06T10:17:54+00:00,4.5,,a27a8fa4-7316-46c2-9536-306818fd0962,480,,275,USD
174,13349487973275832708,270.5529,2020-06-06T10:11:36+00:00,8,,b21a65a4-eb95-42fc-ba3c-60073784702c,480,,271,USD
175,13348262313036855522,260.3567,2020-06-06T08:50:02+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,261,USD
176,13349798519014861492,249.0,2020-06-06T07:41:05+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,249,USD
177,13349547675630701328,259.0,2020-06-06T06:59:51+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,259,USD
178,13349024999203030233,263.0,2020-06-06T05:02:07+00:00,4,,3b213d0e-ba38-420b-880e-a0e6ea066b28,480,,263,USD
179,13349781329175112491,250.0,2020-06-06T04:32:38+00:00,13,,a6aeb958-d9e9-4e4d-b0f3-601cc8bbd0fb,480,,250,USD
180,13349769635413485451,251.0,2020-06-06T04:09:18+00:00,12,,5787ea7c-6b6c-4f67-93f0-5423827dc23d,480,,251,USD
181,13349736649725719408,255.0,2020-06-06T03:03:49+00:00,8,,b21a65a4-eb95-42fc-ba3c-60073784702c,480,,255,USD
182,13348291562857954445,254.0,2020-06-06T02:09:13+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,254,USD
183,13333648361141025517,259.0,2020-06-06T01:53:36+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,259,USD
184,13348504037047290288,269.8122,2020-06-06T01:43:04+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,270,USD
185,13349583886394536135,251.0,2020-06-06T01:00:41+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,251,USD
186,13347353857014147287,255.0,2020-06-06T00:53:41+00:00,10.5,,2efee074-2d6d-4817-b064-1aaf8eeeea28,480,,255,USD
187,13349670758636624510,241.0,2020-06-06T00:52:52+00:00,7,,2418cf86-c689-441c-8589-1708382e23d1,480,,241,USD
188,13349670593595035357,242.0,2020-06-06T00:52:32+00:00,7,,2418cf86-c689-441c-8589-1708382e23d1,480,,242,USD
189,13349668347563861444,247.0,2020-06-06T00:48:04+00:00,6,,c98b94ae-f717-41dd-907f-94f6aa940bbd,480,,247,USD
190,13349635193711282619,255.0,2020-06-06T00:40:51+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,255,USD
191,13349296007810595794,259.0,2020-06-06T00:32:02+00:00,10,,6c8b9d28-82d1-4abf-b0bd-a6eb3e5d8389,480,,259,USD
192,13348104588927702911,260.0,2020-06-05T22:55:01+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,260,USD
193,13349055658407909210,258.0,2020-06-05T22:19:40+00:00,8.5,,823fe713-6266-49db-9ef9-6642a7bfef36,480,,258,USD
194,13338958594258892357,247.0,2020-06-05T22:13:30+00:00,6,,c98b94ae-f717-41dd-907f-94f6aa940bbd,480,,247,USD
195,13349554812277439390,249.0,2020-06-05T22:10:19+00:00,11.5,,7488c3ff-a39e-4dc6-a35d-414126439e14,480,,249,USD
196,13338488961284189767,251.0,2020-06-05T22:08:51+00:00,11,,66973fc5-18eb-4a1c-a8ee-df4728490202,480,,251,USD
197,13349515197077865868,258.0,2020-06-05T21:50:48+00:00,9.5,,bd5dbf6d-5717-4717-9bf2-a0555a8d58eb,480,,258,USD
198,13348141985211358141,249.0,2020-06-05T21:32:32+00:00,9,,daa2138a-75f0-445e-bac6-dd70e45741f9,480,,249,USD
