,Name,Condition,Ticker,Authentic,Style,Colourway,Retail Price,Release Date,52week High,52week Low,TradingRange,Volatility,Nomof Sales,Price Premium,Average Sales Price
0,Nike Dunk Low Brazil (2020) - CU1727-700,New, NK-NIDLBVP,100% Authentic, CU1727-700 , Varsity Maize/Pine Green-White , $100 , 05/21/2020 , $610, $190,$263$277,2.7%,2579,170.0%,$273
